2026-04-17 22:39:25,039 [INFO] Found 549 images to process.
2026-04-17 22:39:54,096 [INFO] ✓ Image_5 copy 2.jpg → Image_5 copy 2.png | diff=None | verified
2026-04-17 22:39:54,169 [INFO] ✓ Image_110.jpg → Image_110.png | diff=None | verified
2026-04-17 22:39:54,231 [INFO] ✓ Image_72.jpg → Image_72.png | diff=None | verified
2026-04-17 22:39:54,293 [INFO] ✓ Image_44 copy.jpg → Image_44 copy.png | diff=None | verified
2026-04-17 22:39:54,359 [INFO] ✓ Image_92.jpg → Image_92.png | diff=None | verified
2026-04-17 22:39:54,926 [INFO] ✓ Image_118 copy.jpg → Image_118 copy.png | diff=None | verified
2026-04-17 22:39:55,001 [INFO] ✓ Image_57 copy.jpg → Image_57 copy.png | diff=None | verified
2026-04-17 22:39:55,068 [INFO] ✓ Image_54 copy.jpg → Image_54 copy.png | diff=None | verified
2026-04-17 22:39:55,164 [INFO] ✓ Image_23 copy.jpg → Image_23 copy.png | diff=None | verified
2026-04-17 22:39:55,293 [INFO] ✓ Image_193 copy.jpg → Image_193 copy.png | diff=None | verified
2026-04-17 22:39:55,379 [INFO] ✓ Image_96 copy.jpg → Image_96 copy.png | diff=None | verified
2026-04-17 22:39:55,447 [INFO] ✓ Image_10 copy 2.jpg → Image_10 copy 2.png | diff=None | verified
2026-04-17 22:39:55,522 [INFO] ✓ Image_32 copy 2.jpg → Image_32 copy 2.png | diff=None | verified
2026-04-17 22:39:55,589 [INFO] ✓ Image_102 copy.jpg → Image_102 copy.png | diff=None | verified
2026-04-17 22:39:55,896 [INFO] ✓ Image_16.JPG → Image_16.png | diff=None | verified
2026-04-17 22:39:56,004 [INFO] ✓ Image_127.jpg → Image_127.png | diff=None | verified
2026-04-17 22:39:56,124 [INFO] ✓ Image_195 copy.jpg → Image_195 copy.png | diff=None | verified
2026-04-17 22:39:56,198 [INFO] ✓ Image_108 copy.jpg → Image_108 copy.png | diff=None | verified
2026-04-17 22:39:56,240 [INFO] ✓ Image_57.jpg → Image_57.png | diff=None | verified
2026-04-17 22:39:56,285 [INFO] ✓ Image_75 copy.jpg → Image_75 copy.png | diff=None | verified
2026-04-17 22:39:56,356 [INFO] ✓ Image_198 copy.jpg → Image_198 copy.png | diff=None | verified
2026-04-17 22:39:56,427 [INFO] ✓ Image_146 copy.jpg → Image_146 copy.png | diff=None | verified
2026-04-17 22:39:56,490 [INFO] ✓ Image_39.jpg → Image_39.png | diff=None | verified
2026-04-17 22:39:56,545 [INFO] ✓ Image_179 copy.jpg → Image_179 copy.png | diff=None | verified
2026-04-17 22:39:56,581 [INFO] ✓ Image_116 copy 2.jpg → Image_116 copy 2.png | diff=None | verified
2026-04-17 22:39:56,722 [INFO] ✓ Image_81.jpg → Image_81.png | diff=None | verified
2026-04-17 22:39:56,821 [INFO] ✓ Image_6 copy.jpg → Image_6 copy.png | diff=None | verified
2026-04-17 22:39:56,892 [INFO] ✓ Image_120 copy.jpg → Image_120 copy.png | diff=None | verified
2026-04-17 22:39:57,825 [INFO] ✓ Image_83 copy 2.jpg → Image_83 copy 2.png | diff=None | verified
2026-04-17 22:39:57,913 [INFO] ✓ Image_194.jpg → Image_194.png | diff=None | verified
2026-04-17 22:39:57,991 [INFO] ✓ Image_63 copy.jpg → Image_63 copy.png | diff=None | verified
2026-04-17 22:39:58,075 [INFO] ✓ Image_144.jpg → Image_144.png | diff=None | verified
2026-04-17 22:39:58,459 [INFO] ✓ Image_130 copy.jpg → Image_130 copy.png | diff=None | verified
2026-04-17 22:39:58,513 [INFO] ✓ Image_219.jpg → Image_219.png | diff=None | verified
2026-04-17 22:39:58,610 [INFO] ✓ Image_44 copy 2.jpg → Image_44 copy 2.png | diff=None | verified
2026-04-17 22:39:58,742 [INFO] ✓ Image_85 copy.jpg → Image_85 copy.png | diff=None | verified
2026-04-17 22:39:58,804 [INFO] ✓ Image_177 copy.jpg → Image_177 copy.png | diff=None | verified
2026-04-17 22:39:58,861 [INFO] ✓ Image_137 copy.jpg → Image_137 copy.png | diff=None | verified
2026-04-17 22:39:58,913 [INFO] ✓ Image_73 copy 2.jpg → Image_73 copy 2.png | diff=None | verified
2026-04-17 22:39:59,004 [INFO] ✓ Image_138 copy.jpg → Image_138 copy.png | diff=None | verified
